Title,Link,Pic,displayPic,floar,floar1,verticalTable,verticalTable1,verticalTable2,priceLabel,windowFacing,layoutSpace,priceLabel1,layoutSpace1,unitSummary,memberName,memberName1,verticalTable3,btn-favorite--watch,anchor,anchor1,relatedKeywordsData,relatedKeywordsData1,relatedKeywordsData2,relatedKeywordsData3,relatedKeywordsData4,relatedKeywordsData5,textFeatureComment,onlineIcon,memberName2,relatedKeywordsData6,relatedKeywordsData7
クレヴィスタ門前仲町グラン,https://www.homes.co.jp/mansion/b-1392900000179/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Finaa2ru2titatpq.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,8階北東,8階北東,東京メトロ東西線 門前仲町駅 徒歩9分東京都江東区佐賀1丁目,RC(鉄筋コンクリート) / 10階建,2016年06月（築5年）,"2,750万円",北東,1K/25.56m²,"2,750万円",1K/25.56m²,14枚,オンライン相談可,オンライン相談可,34戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1392900000179/,オートロック,オートロック,エレベーター,エレベーター,角部屋,角部屋,「現況サブリース中のオーナーチェンジ物件」 3駅4路線利用可,オンライン相談可,（株式会社大京穴吹不動産　門前仲町店【電話受付：東京本社】）,,
ブライズ方南町,https://www.homes.co.jp/mansion/b-1388540002900/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fjn2v2rtx986bikx.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,5階西,5階西,東京メトロ丸ノ内線 方南町駅 徒歩8分東京都杉並区堀ノ内2丁目,RC(鉄筋コンクリート) / 11階建,2016年08月（築5年）,"4,300万円",西,1LDK/40.39m²,"4,300万円",1LDK/40.39m²,16枚,オンライン相談可,オンライン相談可,147戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1388540002900/,駐車場あり,駐車場あり,オートロック,オートロック,,,,オンライン相談可,（株式会社エステート白馬　中野店）,,
モナークレジデンス西葛西,https://www.homes.co.jp/mansion/b-70470018012/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fk4ch2qj79xekpv6.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,2階北西,2階北西,東京メトロ東西線 西葛西駅 徒歩9分東京都江戸川区西葛西2丁目,RC(鉄筋コンクリート) / 9階建,2012年03月（築9年）,"3,980万円",北西,2SLDK/65.63m²,"3,980万円",2SLDK/65.63m²,28枚,（センチュリー21はりき不動産）,（センチュリー21はりき不動産）,25戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-70470018012/,リノベーション・リフォーム,リノベーション・リフォーム,ペット相談可,ペット相談可,オートロック,オートロック,■築8年 ■2階、角部屋につき、通風、陽当り良好■全室クロス張り替え■全居室収納付き2SLDK,,,エレベーター,スーパー800m以内
勝どきザ・タワー,https://www.homes.co.jp/mansion/b-1389470000746/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F1j9y2rtyfy7znmx.jpg&width=208&height=138,"https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584","51階南,26階南,25階北東",51階南,都営大江戸線 勝どき駅 徒歩6分東京都中央区勝どき5丁目,RC(鉄筋コンクリート) / 53階建,2016年12月（築4年）,"18,980万円,8,950万円,6,380万円","南,南,北東","2LDK/107.4m²,2LDK/78.96m²,1LDK/58.98m²","18,980万円",2LDK/107.4m²,21枚,"（株式会社ルーム・スタイル）,オンライン相談可,オンライン相談可",（株式会社ルーム・スタイル）,1420戸,"お気に入りに登録,お気に入りに登録,お気に入りに登録","詳細を見る,詳細を見る,詳細を見る",https://www.homes.co.jp/mansion/b-1063680000074/,"ペット相談可,大規模マンション,ペット相談可",ペット相談可,"オートロック,タワーマンション,オートロック",オートロック,"エレベーター,エレベーター",エレベーター,高層階につき陽当たり良好。リビングからは東京湾、レインボーブリッジ、東京タワー、富士山が臨めます。,"オンライン相談可,オンライン相談可","（SREホールディングス株式会社　不動産流通部門　住宅コンサルティング部）,（SREホールディングス株式会社　不動産流通部門　住宅コンサルティング部）","大規模マンション,大規模マンション","スーパー800m以内,タワーマンション"
ピアース赤坂,https://www.homes.co.jp/mansion/b-1423600000019/,https://www.homes.co.jp/search/assets/img/default/common/thumb/no-image_208x138.png?v=ffcb0b1df13b2339d2d18c0cd1099737,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,"7階北東,4階北東",7階北東,東京メトロ千代田線 赤坂駅 徒歩3分東京都港区赤坂6丁目11-2,RC(鉄筋コンクリート) / 14階建,2019年03月（築2年）,"8,180万円,9,200万円","北東,北東","1LDK/34.06m²,1LDK/34.06m²","8,180万円",1LDK/34.06m²,20枚,"オンライン相談可,オンライン相談可",オンライン相談可,119戸,"お気に入りに登録,お気に入りに登録","詳細を見る,詳細を見る",https://www.homes.co.jp/mansion/b-60000330215131/,"ペット相談可,ペット相談可",ペット相談可,オートロック,オートロック,エレベーター,エレベーター,☆★☆ 東京メトロ千代田線『赤坂駅』利用 8180万円の物件です！☆★,"オンライン相談可,オンライン相談可","（株式会社住建ハウジング）,（株式会社プラスネット　青山不動産サービス）",スーパー800m以内,
ウィルローズ一之江,https://www.homes.co.jp/mansion/b-1267650013977/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fw9a42rpmzm8iaiu.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,2階南,2階南,都営新宿線 一之江駅 徒歩16分東京都江戸川区松江7丁目,RC(鉄筋コンクリート) / 5階建,2013年08月（築8年）,"4,180万円",南,4LDK/81.2m²,"4,180万円",4LDK/81.2m²,4枚,オンライン相談可,オンライン相談可,55戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1267650013977/,ペット相談可,ペット相談可,オートロック,オートロック,エレベーター,エレベーター,南西角部屋・全室採光。内装リフォーム済。延床約81平米の大型4ＬＤＫ。2ＷＩＣ含め、全居室収納付き。,オンライン相談可,（株式会社東宝ハウス城東）,,
グリーンパーク日本橋小伝馬町,https://www.homes.co.jp/mansion/b-1393180000254/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fz09h2ru36dvs5ru.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,7階北西,7階北西,東京メトロ日比谷線 小伝馬町駅 徒歩1分東京都中央区日本橋小伝馬町,RC(鉄筋コンクリート) / 12階建,2017年07月（築4年）,"4,980万円",北西,2LDK/45.74m²,"4,980万円",2LDK/45.74m²,7枚,オンライン相談可,オンライン相談可,25戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1393180000254/,ペット相談可,ペット相談可,エレベーター,エレベーター,角部屋,角部屋,2017年築、3方角住戸,オンライン相談可,（株式会社大京穴吹不動産　月島店【電話受付：東京本社】）,,
ハーモニーレジデンス東京イースト,https://www.homes.co.jp/mansion/b-1254120000257/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F840a2rp5q22faed.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,6階北,6階北,都営新宿線 菊川駅 徒歩8分東京都墨田区緑3丁目1-2,RC(鉄筋コンクリート) / 9階建,2012年08月（築9年）,"3,980万円",北,2LDK/51m²,"3,980万円",2LDK/51m²,5枚,（JNIプロパティーズ株式会社）,（JNIプロパティーズ株式会社）,36戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1254120000257/,ペット相談可,ペット相談可,エレベーター,エレベーター,,,,,,,
勝どき　ザ・タワー,https://www.homes.co.jp/mansion/b-1341620000350/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F1f112rs9dr2ifga.jpg&width=208&height=138,"https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584","53階東,53階東,51階南,50階南,49階北,48階北西,47階北西,46階南,46階北東,44階北東,41階南,39階南西,34階東,25階東,14階西,4階北東",53階東,都営大江戸線 勝どき駅 徒歩6分東京都中央区勝どき5丁目3-1,RC(鉄筋コンクリート) / 53階建,2016年11月（築4年）,"11,000万円,11,000万円,18,980万円,18,780万円,8,780万円,5,280万円,9,500万円,8,980万円,8,530万円,7,200万円,9,280万円,8,280万円,6,580万円,6,380万円,9,480万円,4,820万円","東,東,南,南,北,北西,北西,南,北東,北東,南,南西,東,東,西,北東","2LDK/75.3m²,2LDK/75.3m²,2LDK/107.4m²,3LDK/107.4m²,2LDK/72.09m²,1LDK/40.42m²,2LDK/73.79m²,3LDK/73.32m²,1LDK/69.58m²,2LDK/54.94m²,2LDK/84.62m²,1SLDK/67.86m²,2LDK/56.87m²,1SLDK/58.98m²,2LDK/86.44m²,1LDK/48.23m²","11,000万円",2LDK/75.3m²,5枚,"オンライン相談可,（ロイヤルハウジング販売株式会社　勝どきザ・タワー店）,（ロイヤルハウジング販売株式会社　勝どきザ・タワー店）,（ロイヤルハウジング販売株式会社　勝どきザ・タワー店）,オンライン相談可,（大成有楽不動産販売株式会社　飯田橋センター）,（ロイヤルハウジング販売株式会社　勝どきザ・タワー店）,オンライン相談可,（ロイヤルハウジング販売株式会社　勝どきビュータワー店）,（ロイヤルハウジング販売株式会社　勝どきビュータワー店）,（ロイヤルハウジング販売株式会社　勝どきザ・タワー店）,（ロイヤルハウジング販売株式会社　勝どきザ・タワー店）,（ロイヤルハウジング販売株式会社　勝どきザ・タワー店）,（ロイヤルハウジング販売株式会社　勝どきザ・タワー店）,（ロイヤルハウジング販売株式会社　勝どきビュータワー店）,オンライン相談可",オンライン相談可,1420戸,"お気に入りに登録,お気に入りに登録,お気に入りに登録,お気に入りに登録,お気に入りに登録,お気に入りに登録,お気に入りに登録,お気に入りに登録,お気に入りに登録,お気に入りに登録,お気に入りに登録,お気に入りに登録,お気に入りに登録,お気に入りに登録,お気に入りに登録,お気に入りに登録","詳細を見る,詳細を見る,詳細を見る,詳細を見る,詳細を見る,詳細を見る,詳細を見る,詳細を見る,詳細を見る,詳細を見る,詳細を見る,詳細を見る,詳細を見る,詳細を見る,詳細を見る,詳細を見る",https://www.homes.co.jp/mansion/b-1004580034501/,"ペット相談可,駐車場あり,ペット相談可,駐車場あり,ペット相談可,駐車場あり,オートロック,ペット相談可,ペット相談可,オートロック,ペット相談可,ペット相談可,ペット相談可,ペット相談可,ペット相談可,ペット相談可",ペット相談可,"駐車場あり,オートロック,オートロック,オートロック,オートロック,大規模マンション,エレベーター,駐車場あり,オートロック,エレベーター,オートロック,オートロック,オートロック,オートロック,オートロック,オートロック",駐車場あり,"オートロック,エレベーター,エレベーター,エレベーター,エレベーター,タワーマンション,大規模マンション,オートロック,エレベーター,大規模マンション,エレベーター,エレベーター,エレベーター,エレベーター,エレベーター,エレベーター",オートロック,平成28年築の大規模制震タワーマンション 最上階角部屋！,"オンライン相談可,オンライン相談可,オンライン相談可,オンライン相談可","（株式会社ケーコーポレーション　本店）,（株式会社大京穴吹不動産　月島店【電話受付：東京本社】）,（株式会社大京穴吹不動産　月島店【電話受付：東京本社】）,（株式会社大京穴吹不動産　月島店【電話受付：東京本社】）","エレベーター,大規模マンション,大規模マンション,大規模マンション,大規模マンション,スーパー800m以内,エレベーター,大規模マンション,スーパー800m以内,大規模マンション,大規模マンション,大規模マンション,大規模マンション,大規模マンション,大規模マンション","大規模マンション,最上階,スーパー800m以内,スーパー800m以内,タワーマンション,タワーマンション,大規模マンション,スーパー800m以内,タワーマンション,スーパー800m以内,スーパー800m以内,スーパー800m以内,スーパー800m以内,スーパー800m以内,タワーマンション"
ザ湾岸タワーレックスガーデン,https://www.homes.co.jp/mansion/b-1285270000063/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F4qi72rq9h2gzi59.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,8階南西,8階南西,東京臨海高速鉄道りんかい線 東雲駅 徒歩3分東京都江東区東雲2丁目2-14,RC(鉄筋コンクリート) / 31階建,2012年09月（築9年）,"4,750万円",南西,2LDK/61.99m²,"4,750万円",2LDK/61.99m²,9枚,（株式会社キャストライト）,（株式会社キャストライト）,456戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1285270000063/,オートロック,オートロック,エレベーター,エレベーター,大規模マンション,大規模マンション,オーナーチェンジ物件の為、内覧は出来ません・月額19万円・免震構造・コンシェルジュサービス,,,スーパー800m以内,タワーマンション
ＪＲ常磐線 南千住駅 徒歩6分,https://www.homes.co.jp/mansion/b-1004590035049/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fxj9z2rgbat4ka9x.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,9階南,9階南,ＪＲ常磐線 南千住駅 徒歩6分東京都荒川区南千住5丁目,RC(鉄筋コンクリート) / 14階建,2015年12月（築5年）,"5,180万円",南,3LDK/71.38m²,"5,180万円",3LDK/71.38m²,1枚,オンライン相談可,オンライン相談可,52戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1004590035049/,駐車場あり,駐車場あり,オートロック,オートロック,エレベーター,エレベーター,3駅5路線利用可能でアクセス良好！スーパー・コンビニ近く、買い物便利！,オンライン相談可,（株式会社ケーコーポレーション　白山上店）,角部屋,
オーランドコート南葛西,https://www.homes.co.jp/mansion/b-35005030001485/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fr8vc3oxj1ghmp7a.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,1階南西,1階南西,東京メトロ東西線 葛西駅 徒歩18分東京都江戸川区南葛西2丁目,RC(鉄筋コンクリート) / 8階建,2017年03月（築4年）,"4,230万円",南西,3LDK/70.87m²,"4,230万円",3LDK/70.87m²,21枚,（大成有楽不動産販売株式会社　西葛西センター）,（大成有楽不動産販売株式会社　西葛西センター）,25戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-35005030001485/,ペット相談可,ペット相談可,駐車場あり,駐車場あり,オートロック,オートロック,,,,角部屋,
モナークレジデンス西葛西,https://www.homes.co.jp/mansion/b-1216390013208/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fi1yo2rntkrketlv.jpg&width=208&height=138,"https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584","2階北西,2階北西",2階北西,東京メトロ東西線 西葛西駅 徒歩9分東京都江戸川区西葛西2丁目,RC(鉄筋コンクリート) / 9階建,2012年02月（築9年）,"3,980万円,3,980万円","北西,北西","3LDK/65.63m²,2SLDK/65.63m²","3,980万円",3LDK/65.63m²,10枚,"オンライン相談可,（センチュリー21　株式会社ワイズ・ホーム）",オンライン相談可,25戸,"お気に入りに登録,お気に入りに登録","詳細を見る,詳細を見る",https://www.homes.co.jp/mansion/b-1173850009281/,"ペット相談可,ペット相談可",ペット相談可,"オートロック,オートロック",オートロック,"エレベーター,エレベーター",エレベーター,角部屋。生活施設充実で利便性良好です。,オンライン相談可,（ピタットハウス市川南口店　ハウジングジャパン株式会社）,"スーパー800m以内,スーパー800m以内","角部屋,角部屋"
REALIZE日暮里EAST,https://www.homes.co.jp/mansion/b-1400380000018/,https://www.homes.co.jp/search/assets/img/default/common/thumb/no-image_208x138.png?v=ffcb0b1df13b2339d2d18c0cd1099737,,2階-,2階-,ＪＲ常磐線 三河島駅 徒歩8分東京都荒川区東日暮里4丁目32-9,RC(鉄筋コンクリート) / 10階建,2015年02月（築6年）,"2,520万円",-,ワンルーム/25.5m²,"2,520万円",ワンルーム/25.5m²,26枚,（株式会社レアルエージェンシー）,（株式会社レアルエージェンシー）,-,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1400380000018/,エレベーター,エレベーター,,,,,,,,,
多摩市貝取　中古マンション,https://www.homes.co.jp/mansion/b-1383590000163/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F8iny2rtqxtrxqy5.jpg&width=208&height=138,"https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584","4階南東,1階南東",4階南東,京王相模原線 京王永山駅 徒歩15分東京都多摩市貝取2丁目,RC(鉄筋コンクリート) / 6階建,2007年11月（築13年）,"2,480万円,2,280万円","南東,南東","3LDK/78.75m²,3LDK/78.75m²","2,480万円",3LDK/78.75m²,20枚,"（ミライズホーム株式会社）,オンライン相談可",（ミライズホーム株式会社）,46戸,"お気に入りに登録,お気に入りに登録","詳細を見る,詳細を見る",https://www.homes.co.jp/mansion/b-1383590000163/,"ペット相談可,ペット相談可",ペット相談可,"オートロック,オートロック",オートロック,エレベーター,エレベーター,料理後すぐに生ごみを処理でき、虫の発生や悪臭の原因を防ぐ事ができるディスポーザー付きキッチンです♪,オンライン相談可,（株式会社大京穴吹不動産　調布店【電話受付：東京本社】）,スーパー800m以内,
グローブスクエア,https://www.homes.co.jp/mansion/b-1343480000955/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fz2rl2rsbr7658ni.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,7階-,7階-,京王相模原線 京王よみうりランド駅 徒歩5分東京都稲城市矢野口2284-11,RC(鉄筋コンクリート) / 9階建,2008年06月（築13年）,"3,880万円",-,3LDK/72.45m²,"3,880万円",3LDK/72.45m²,14枚,（タマホーム不動産株式会社　品川本店）,（タマホーム不動産株式会社　品川本店）,431戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1343480000955/,駐車場あり,駐車場あり,大規模マンション,大規模マンション,,,■2008年6月築 長谷工コーポレーション施行 ■総戸数431戸の大規模マンション ■共用施設充実 ■,,,,
ルネサンス梅島,https://www.homes.co.jp/mansion/b-1254120000198/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F2mjt2rp5q22f5uh.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,13階南,13階南,東武伊勢崎線 梅島駅 徒歩13分東京都足立区中央本町5丁目2-13,RC(鉄筋コンクリート) / 14階建,2013年03月（築8年）,"2,980万円",南,3LDK/68.51m²,"2,980万円",3LDK/68.51m²,2枚,（JNIプロパティーズ株式会社）,（JNIプロパティーズ株式会社）,41戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1254120000198/,ペット相談可,ペット相談可,オートロック,オートロック,エレベーター,エレベーター,梅島駅と帆13分！ 周辺環境も良好なファミリータイプ住戸です。,,,,
サンクレイドル新小岩,https://www.homes.co.jp/mansion/b-1393790001570/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F1yy52ru3yepoojt.jpg&width=208&height=138,"https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584","5階南,3階南",5階南,ＪＲ総武線 新小岩駅 徒歩11分東京都葛飾区西新小岩3丁目,SRC(鉄骨鉄筋コンクリート) / 7階建,2014年03月（築7年）,"3,680万円,3,780万円","南,南","3LDK/64.5m²,3LDK/64.5m²","3,680万円",3LDK/64.5m²,30枚,"オンライン相談可,オンライン相談可",オンライン相談可,38戸,"お気に入りに登録,お気に入りに登録","詳細を見る,詳細を見る",https://www.homes.co.jp/mansion/b-1004580034787/,"ペット相談可,ペット相談可",ペット相談可,"オートロック,オートロック",オートロック,"エレベーター,エレベーター",エレベーター,2020年9月中旬リフォーム完了予定 南向き陽当たり良好！ペット可 オンライン内見対応可,"オンライン相談可,オンライン相談可","（株式会社ケーコーポレーション　本店）,（有限会社アリウム）",スーパー800m以内,
Log東日本橋,https://www.homes.co.jp/mansion/b-1193620001024/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fx8j02rn0iq4od1e.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,9階東,9階東,ＪＲ総武本線 馬喰町駅 徒歩3分東京都中央区東日本橋2丁目26-2,RC(鉄筋コンクリート) / 11階建,2013年08月（築8年）,"4,450万円",東,1LDK/42.25m²,"4,450万円",1LDK/42.25m²,13枚,（ロイヤルハウジング販売株式会社　勝どきビュータワー店）,（ロイヤルハウジング販売株式会社　勝どきビュータワー店）,30戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1193620001024/,エレベーター,エレベーター,スーパー800m以内,スーパー800m以内,,,◆南東角住戸につき、陽当り風通し良好◆9階部分眺望良好◆東日本橋駅徒歩3分,,,,
CQレジデンシャル上野,https://www.homes.co.jp/mansion/b-1378640000459/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F73842rtkmfdqhcf.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,8階南西,8階南西,東京メトロ日比谷線 入谷駅 徒歩2分東京都台東区下谷1丁目,RC(鉄筋コンクリート) / 11階建,2007年12月（築13年）,"3,800万円",南西,1SLDK/48.32m²,"3,800万円",1SLDK/48.32m²,19枚,オンライン相談可,オンライン相談可,30戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1378640000459/,ペット相談可,ペット相談可,オートロック,オートロック,エレベーター,エレベーター,駅から徒歩2分の好立地、2007年築のマンションです。ペット飼育可、8階部分角住戸です。,オンライン相談可,（株式会社バイオンマネジメント）,スーパー800m以内,角部屋
レーベン青砥ＬＩＣＥＬＴ,https://www.homes.co.jp/mansion/b-35005450000219/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F6fi23oxjkr39qxa.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,1階南,1階南,京成本線 青砥駅 徒歩9分東京都葛飾区高砂1丁目,RC(鉄筋コンクリート) / 9階建,2018年01月（築3年）,"3,880万円",南,4LDK/82.35m²,"3,880万円",4LDK/82.35m²,13枚,（大成有楽不動産販売株式会社　錦糸町センター）,（大成有楽不動産販売株式会社　錦糸町センター）,84戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-35005450000219/,駐車場あり,駐車場あり,,,,,,,,,
日神デュオステージ常盤台銀座,https://www.homes.co.jp/mansion/b-1252630006544/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F7h302rp3tlw1npf.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,14階南東,14階南東,東武東上線 ときわ台駅 徒歩2分東京都板橋区南常盤台1丁目,RC(鉄筋コンクリート) / 14階建,2009年04月（築12年）,"2,590万円",南東,1DK/30m²,"2,590万円",1DK/30m²,1枚,（朝日住宅株式会社　池袋店）,（朝日住宅株式会社　池袋店）,39戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1252630006544/,オートロック,オートロック,最上階,最上階,角部屋,角部屋,新規リフォーム済 最上階 角部屋 陽当り良好 ルーフバルコニー 駅徒歩2分の好立地,,,,
